rawfile,maps/_load.gsc
rawfile,maps/_utility.gsc
rawfile,maps/Payload.gsc
rawfile,maps/_loadout.gsc
rawfile,maps/_gameskill.gsc
rawfile,maps/_challenges_coop.gsc
rawfile,maps/_arcademode.gsc
rawfile,maps/_damagefeedback.gsc
rawfile,maps/_callbackglobal.gsc
rawfile,maps/_introscreen.gsc
rawfile,maps/mp/gametypes/_menus.gsc
menufile,ui/menus.txt
menufile,ui/ingame.txt
menufile,ui/main.menu
menufile,ui/menudef.h
menufile,ui/hud.menu
menufile,ui/pregame.menu
menufile,ui_mp/scriptmenus/changeclass_offline.menu
menufile,ui/choices_setup_common.menu
#menufile,ui/scriptmenus/scoreboard.menu
#menufile,ui/custom_weapons_menu.menu
#menufile,ui/sel_primary_weapon.menu
#menufile,ui/sel_secondary_weapon.menu
menufile,ui/challenges.menu
menufile,ui/player_info.inc
menufile,ui/objective_info.menu
menufile,ui/levels.menu
menufile,ui_mp/info_box.inc
menufile,ui/systemlink_lobby.menu
menufile,ui/systemlink.menu
menufile,ui/xboxlive_privatelobby.menu
#menufile,ui_mp/cac_loadout.inc
#menufile,ui_mp/cac_main.menu
#menufile,ui_mp/cac_custom.menu
#menufile,ui_mp/weaponinfo.menu
weapon,sp/mp40_silenced
weapon,sp/mp40_bigammo
weapon,sp/mp40_aperture
weapon,sp/thompson_aperture
weapon,sp/thompson_bigammo
weapon,sp/thompson_silenced
weapon,sp/ppsh_single
weapon,sp/ppsh_aperture
weapon,sp/kar98k_scoped
weapon,sp/stg44_aperture
#stringtable,mp/rankicontable.csv
#stringtable,mp/statsTable.csv
#stringtable,mp/rankTable.csv
#stringtable,mp/attachmentTable.csv
#stringtable,mp/classtable.csv
sound,common,,all_sp
