# C.E Weapons Lists

weapon,sp/mp40
weapon,sp/mp40_silenced
weapon,sp/mp40_bigammo
weapon,sp/mp40_aperture
weapon,sp/thompson
weapon,sp/thompson_aperture
weapon,sp/thompson_bigammo
weapon,sp/thompson_silenced
weapon,sp/ppsh
weapon,sp/ppsh_single
weapon,sp/ppsh_aperture
weapon,sp/type100_smg
weapon,sp/type100smg
weapon,sp/type100smg_aperture
weapon,sp/type100smg_bigammo
weapon,sp/type100smg_silenced
weapon,sp/kar98k_scoped
weapon,sp/stg44
weapon,sp/stg44_aperture
weapon,sp/stg44_telescopic
weapon,sp/stg44_flash
weapon,sp/m1carbine
weapon,sp/m1carbine_aperture
weapon,sp/m1carbine_bigammo
weapon,sp/m1carbine_flash
weapon,sp/m1carbine_bayonet
weapon,sp/gewehr43_aperture
weapon,sp/gewehr43
weapon,sp/gewehr43_telescopic
weapon,sp/gewehr43_gl
weapon,sp/30cal
weapon,sp/bar
weapon,sp/bar_bipod
weapon,sp/bar_bipod_stand
weapon,sp/bar_bipod_prone
weapon,sp/bar_bipod_crouch
weapon,sp/mg42
weapon,sp/fg42
weapon,sp/dp28
weapon,sp/dp28_bipod
weapon,sp/dp28_bipod_stand
weapon,sp/dp28_bipod_prone
weapon,sp/dp28_bipod_crouch
weapon,sp/doublebarreledshotgun
weapon,sp/doublebarreledshotgun_grip
weapon,sp/doublebarreledshotgun_sawoff
weapon,sp/shotgun
weapon,sp/nambu
weapon,sp/walther
weapon,sp/tokarev
weapon,sp/sw_357
weapon,sp/ray_gun
weapon,sp/type99rifle
weapon,sp/type99rifle_scoped
weapon,sp/type99lmg
weapon,sp/type99lmg_bipod
weapon,sp/type99lmg_bipod_crouch
weapon,sp/type99lmg_bipod_prone
weapon,sp/type99lmg_bipod_stand
weapon,sp/mosinrifle
weapon,sp/mosinrifle_scoped
weapon,sp/mosinrifle_bayonet
weapon,sp/mosinrifle_gl
weapon,sp/kar98k
weapon,sp/kar98k_bayonet
weapon,sp/kar98k_gl
weapon,sp/ptrs41
weapon,sp/springfield
weapon,sp/springfield_gl
weapon,sp/springfield_bayonet
weapon,sp/springfield_scoped
weapon,sp/m1garand
weapon,sp/m1garand_gl
weapon,sp/m1garand_bayonet
weapon,sp/m1garand_scoped
weapon,sp/m1garand_flash
weapon,sp/m7_launcher
weapon,sp/svt40
weapon,sp/svt40_aperture
weapon,sp/svt40_telescopic
weapon,sp/svt40_flash
weapon,sp/357magnum
weapon,sp/tabun_gas
weapon,sp/signal_flare
